id,comment_text,Score,Magnitude,Message
26d2091bb2ef4258,""" 

 :I think you did it correctly.  My placement of Template:spa was routine, as folks who create an account specifically to participate in an administrative discussion (like AfD) must naturally receive additional scrutiny to ensure they are not sockpuppets or otherwise gaming the system.  No intent to imply that you personally have done anything wrong or incorrectly.  Regards.    """,-0.10000000149011612,1.399999976158142,None
38f9219f2a766c64,What if I don't feel like it?,0.0,0.0,None
b2e9ef8aa6bc4940,""" 
 :Hello Aecis, here is the info you requested on the Admin noticeboard.  I posted it there also: 
 :Shiloh Shepherd Dog page, Archive #5, Content #4 titled """"To the editors and moderators"""".  The link is: http://en.wikipedia.org/wiki/Talk:Shiloh_Shepherd_Dog/Archive_5#To_the_editors_and_moderators   
 :Thank you very much.  """,0.10000000149011612,0.699999988079071,None
5ab98e6fcd4af14d,:Thanks ),0.20000000298023224,0.20000000298023224,None
d99cd872cda433af,"Bold text 
 == TUPAC IS AFUKIN LIVE NIGGA ==",0.30000001192092896,0.30000001192092896,None
1ccad4afca2465fd,"== Hey! == 

 Hey, I just wanted to say that every time I see your usename, I crack up! D",0.20000000298023224,0.800000011920929,None
b0b66f24926f6b05,Her sexual preference is irrelevant. What happens in her bedroom should be private.,-0.30000001192092896,0.6000000238418579,None
e30b0e9fc262c410,Trololololol u gotz banned fool!!! XD,-0.20000000298023224,1.2000000476837158,None
d8123950637a6986,""" 

 :Meni je sad malo frka na poslu pa neću stići da se pozabavim člankom; ipak, našao sam solidnu referencu za urbanizam i arhitekturu pa ako stigneš pozabavi se citiranjem: 
 :* 
 :Može odatle svašta da se povadi, a dodatni bonus je i što je na srpskom pa može i malo """"slobodnije"""" da se citira ;-)  """,0.0,-1.0,Error occurred
8cc00e00868a0de4,""" 
 :::::8am here, so I've still got plenty of energy P ''''''  """,0.4000000059604645,0.4000000059604645,None
cb1393f2e53af44e,REDIRECT Talk:Beer in England,0.0,0.0,None
0aa1e5b71e1665ad,I would have thought that someone as experienced as you would realise the folly of using redundant political terms in a geographical context.,-0.5,0.5,None
b6239b3990a7b974,"::Hi sorry for the late reply, yeah there is little worse than narcissistic, COI IPs who are not prepared to engage in understanding Wikipedia guidelines and policies. Anyhow she seems to have gone away for awhile now but only time will tell.",-0.4000000059604645,0.800000011920929,None
11d4eafc068fa69b,"| archiveheader       =  
 | minthreadstoarchive = 1 
 | minthreadsleft      = 8",0.10000000149011612,0.30000001192092896,None
1a82e2c015812684,":You're joking right? If we are going to nominate a Chinese architect, it's going to be IM Pei, not some talentless hack. She designed the vietnam veterans memorial? Wow! IM Pei designed the Louvre in Paris and he does not glorify american mass murderers who killed millions of vietnamese civilians. Get this disgusting human off this nomination list.",-0.20000000298023224,2.299999952316284,None
fcfcc4b4fa501f4a,":::This is nothing to do with England, Scotland and Wales being countries, which is widely accepted. DeCausa's views are not mine and this is my talk page. Back to the subject in hand. How can you possibly logically argue that it has no bearing on other articles to push a claim for a national article that a minority language official in one part of that country is therefore official for the host state? Surely you can see the difficulty in that. What about China, India, Indonesia, the USA, Brazil, to name but a few?",0.0,1.7000000476837158,None
53ee7d824a01d7d5,"Japan's is investigating into Schindler??? Thats weird, I'm sure the mechanic who took care of the elevator had something to do with it. I've have crazy stories of elevators trying to kill me because some fool jumped out a safety circuit.",0.0,0.20000000298023224,None
a25637c3470607cb,(Black Panther Party),0.20000000298023224,0.20000000298023224,None
6d3652e2b076aaa5,""" 

  Please do not vandalize pages, as you did with this edit to July 1. If you continue to do so, you will be blocked from editing.    """,0.0,0.30000001192092896,None
304515356f04730f,"==NPOV== 
 This article: 
 * Uses only creationist sources 
 * Presents creationism as fact, ignoring the majority views of scientists 
 * Fails to be at all objective. 

 This is the worst POV -probvlem-laden article I've ever seen on Wikipedia.",-0.8999999761581421,1.7999999523162842,None
cece4e34206aecf1,"*It was a sarcastic comment made on a talk page, dumb nigger.",-0.800000011920929,0.800000011920929,None
0614a81554dd85c5,:Sounds like a plan...,0.0,0.0,None
1564e3996f7e1223,"== Kashoo marked for deletion? == 

 Hello Armburst, 

 I am writing to inquire about specific reasons why the company I have written an article about has been nominated for quick deletion. The company called Kashoo is a fairly new but very relevant for a number of reasons. One of them being that they have created an open source project at their core. This project uses reflection and dependency injection and is way out on the front of what is happening in Java development. They are the very first (and only) Facelets-like implementation for GWT. I tried to point this out in the article but maybe it was not seen as significant because there is a lack of understanding about software development? 

 As a caveat, I run my own company (beloud.ca) and use this product. I chose to write an article about them on Wikipedia after noting that they were not included in the comparison of accounting software (http://en.wikipedia.org/wiki/Comparison_of_accounting_software). In order to have them listed in this list I was told that I needed to make an article. I followed the guidelines the best I could and had my first attempts deleted immediately. I created this article on the discussion page (http://en.wikipedia.org/wiki/Wikipedia_talk:Articles_for_creation/Kashoo) so that I may have a discussion about how to improve the article in order to get it included. I have not received comments or discussion and just default note quick deletion. 

 I have outlined the open source component that makes this company relevant (not to mention they are an emerging market leader in a newly defined area of SaaS). And I have also linked to articles from non-trivial sources (Google, Yahoo and Business Week). What is wrong with my approach? These guys have been so great to me I really think they should be included in the comparison of accounting software. I would also like to note that after auditing the other companies included in this list, comparing accounting software, there are at the very least 26 companies that fall short of even the simplest criteria you lay fourth - how is it that they are included? 

 I would really appreciate any advice or help you could give to get this article listed. 

 Thanks very much for taking the time. 

 Best regards, 

 Christopher. 

 Here is a list Wiki articles on accounting software companies that fall short of the criteria laid out to me. Some of them are extremely blatant with no referencing articles at all and others with self referential material: 

 http://en.wikipedia.org/wiki/AccountsPortal 
 http://en.wikipedia.org/wiki/ACCPAC 
 http://en.wikipedia.org/wiki/Acumatica 
 http://en.wikipedia.org/wiki/Acumatica 
 http://en.wikipedia.org/wiki/Banana_Accounting 
 http://en.wikipedia.org/wiki/BIG4books 
 http://en.wikipedia.org/wiki/Comarch 
 http://en.wikipedia.org/wiki/EasyAs_Accounting_Software 
 http://en.wikipedia.org/wiki/FirstOffice 
 http://en.wikipedia.org/wiki/FinanceToGo 
 http://en.wikipedia.org/wiki/Fortora_Fresh_Finance 
 http://en.wikipedia.org/wiki/HansaWorld 
 http://en.wikipedia.org/wiki/Integrated_Office_Accounting 
 http://en.wikipedia.org/wiki/Locbook 
 http://en.wikipedia.org/wiki/Microsoft_Dynamics_SL 
 http://en.wikipedia.org/wiki/Nominal_Accounting 
 http://en.wikipedia.org/wiki/Softline_Pastel 
 http://en.wikipedia.org/wiki/Peachtree_Accounting 
 http://en.wikipedia.org/wiki/Oracle_E-Business_Suite 
 http://en.wikipedia.org/wiki/Pos_solutions 
 http://en.wikipedia.org/wiki/Quasar_Accounting 
 http://en.wikipedia.org/wiki/Red_Wing_Software 
 http://en.wikipedia.org/wiki/Tally_Solutions 
 http://en.wikipedia.org/wiki/TRAVERSE_%28software%29 
 http://en.wikipedia.org/wiki/Ubikwiti 
 http://en.wikipedia.org/wiki/Xero_%28software%29",0.0,9.899999618530273,None
a9aba9a80d4eb007,""" 

 ::::::The actual definition of Incest goes beyond just sexual relations. """"in⋅cest  /ˈɪnsɛst/  Show Spelled Pronunciation [in-sest]  Show IPA  
 Use incest in a Sentence 
 See web results for incest 
 See images of incest 
 –noun 1. sexual intercourse between closely related persons.  
 2. the crime of sexual intercourse, cohabitation, or marriage between persons within the degrees of consanguinity or affinity wherein marriage is legally forbidden. """"http://dictionary.reference.com/browse/incest 

 Cohabitation, as defined by Wikipedia it's self is """"Cohabitation is when people live together in an emotionally and/or sexually intimate relationship."""" It really depends on where you are getting your definition from, though, and how literally you want to take the definition. Under the above definition, the relationship could be consider incest as they do cohabitate and are emotionally involved with each other. 
   """,-0.20000000298023224,2.4000000953674316,None
d5c6d813b8274d64,""" 
 :: Sure, I guess I just don't know which lyrics sites are allowed in the external links section. This does not say. Nor does this.  () """,0.0,0.10000000149011612,None
25f022437854ffdf,"""::: Thanks for your response. I see the distinction now. I think that """"encourages"""" is an exaggeration over """"allows"""".    

 """,0.0,0.20000000298023224,None
9ccbea49b929e0f6,Added a paragraph about soda glaze 5-13-05. Perhaps it should be a seperate entry? -SC,0.0,0.20000000298023224,None
6abb1f4ed63dcef6,"""Why does a basic radio station need a Wikipedia article?   Do we need a Wikipedia article for the """"Forever 21"""" womans fashion store at the Lloyd Center mall?  No. And there is nothing so interesting about this station that it needs an article either.  Esentially it is a rebroadcaster of east-coast syndicated hosts like Medved, Hewitt, Laura Ingram, etc.  

  
 """,-0.30000001192092896,2.200000047683716,None
25ca4d88e396f5b8,""" 

 ::Then say bye-bye to the CCP pic here.    """,0.0,0.30000001192092896,None
f0461f6aa56c7735,"I'm going to betch slap you, shetbag",0.0,0.0,None
efff534c9d3018f1,""" 

 :LOL, I can understand why a """"silly rabbit"""" would prefer to be placed in an """"operant conditioning chamber"""" rather than in a """"skinner box"""". Sounds too much like a """"skinning box"""" for your taste? Silly, rabbit.  bah, here's me engaging in ad cuniculum arguments ...  Move is reasonable, of course.   """,0.10000000149011612,2.299999952316284,None
